Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9283242487907409,0.2483339673280716,0.6010909068584442,0.5192746818065643,11.103558661577473,0.20961050026118755
2,0.9246882331371308,0.1552463960647583,0.5589575541019439,0.4743747371435165,11.931997912464286,0.34356677904725075
3,0.941893972158432,0.1173181375861168,0.5017237865924835,0.4381522685289383,17.538888479385093,0.35053132072091103
4,0.9593609154224396,0.09404240369796753,0.6082514595985412,0.567418492436409,18.051429875723105,0.45609350711107255
5,0.9642036890983582,0.059292879328131674,0.6040993958711625,0.5648938941955567,19.494855264152623,0.5712387326359749
6,0.9740604829788208,0.04744189091026783,0.5802224844694137,0.5537520062923431,20.734153128451705,0.5456481501460075
7,0.9797569251060486,0.034200003817677495,0.6102407932281494,0.5892183160781861,21.78429605619553,0.6284770849347114
8,0.9864579319953919,0.03177709503099322,0.5846152037382126,0.570711721777916,21.528038093503877,0.6510178998112679
9,0.9859837555885315,0.03051613934338093,0.6304292470216751,0.6160638296604156,21.593627696016704,0.6078115013241768
10,0.9886319696903229,0.03296432349830866,0.6360867244005203,0.6239429944753647,21.902876597302967,0.6511208328604698
11,0.9929313278198242,0.0238620875403285,0.6222137242555619,0.6017233441025018,22.534154640273133,0.6780066639184952
12,0.999819369316101,0.024711516853421926,0.0032899103255419958,0.0021164481385955013,22.63040258542962,0.6827079653739929
13,0.9999671065807343,0.023051986079663037,0.00019075122338563233,0.0001571882462008034,23.23685632688134,0.7025551670789718
14,0.9999866878986359,0.023992227539420128,0.00037331559565700445,0.00035859549633414644,23.372944281571236,0.7064304754137993
15,0.9999315357208252,0.02098373357206583,0.0006799730597549569,0.0006319437296178876,22.94665724619876,0.70730123847723
16,0.9998146665096282,0.021043517142534256,0.05121239614680235,0.060508122719766105,23.250949078495474,0.727918107509613
17,0.9856317782402039,0.024080296102911233,0.636611014008522,0.6254093468189239,23.191601828140108,0.7259551766514778
18,0.9914509725570678,0.01955851189792156,0.6311686635017395,0.6213930982351303,23.861367213815747,0.727605193555355
19,0.9956324636936188,0.01744561182335019,0.3060294269983933,0.2878934670307353,23.847492066981015,0.7376822102069854
20,1.000013574361801,0.02172992389649153,0.0003486518633161495,0.00035442355170800966,24.001403042897582,0.7440229636430741
21,0.9999934995174408,0.01633080966770649,0.000604935448895958,0.0006045613189598953,23.634083945110508,0.7575898134708404
22,0.9999823713302612,0.01943125557154417,0.0006558942446281434,0.0006375242976355366,20.832183340708625,0.7375693401694298
23,0.9999934911727906,0.014373102383688092,0.0011355515224022383,0.0011282743893389125,24.456715112244446,0.7761873626708984
24,1.0003514111042022,0.014376333886757494,0.015845963165775176,0.021934381494138507,24.95294140544035,0.7820246893167496
25,0.9947048842906951,0.015853229667991398,0.549578287601471,0.5504036039113999,24.325096216207246,0.77850905418396
26,0.998554527759552,0.012488523926585914,0.6284704333543778,0.6276508361101151,24.634310074221677,0.7874199372529983
27,0.9916633415222168,0.013960754219442605,0.6629607427120209,0.6537929630279541,24.787516984960703,0.7875466668605804
28,0.9977517485618591,0.013403098406270146,0.6722378349304199,0.6699941956996918,25.065148589620993,0.7931648540496826
29,0.9977642786502838,0.01170935260131955,0.6475299787521362,0.6451442730426789,25.481333435337103,0.8000194370746613
30,0.9996737396717071,0.01182907124981284,0.668956213593483,0.6672336757183075,25.58543418120989,0.8012417846918106
31,0.9999080002307892,0.010157574145123362,0.63576435983181,0.6355373084545135,25.0601288348426,0.8006190431118011
32,0.9962709462642669,0.018517548199743033,0.6509013277292252,0.6351919439435005,22.67479712008633,0.7826430141925812
33,0.9944889473915101,0.013289589677006006,0.5091884318739176,0.5154082733206451,24.89755982169911,0.8061020296812057
34,0.9969798004627228,0.014107994986698031,0.3714856741794889,0.36133683563718455,24.733248224614993,0.7937745201587677
35,1.003217887878418,0.014172643665224314,0.289969930825755,0.2850846590404399,25.434684156850828,0.8125681042671203
36,0.9998689448833465,0.009968546172603964,0.007445540229046194,0.0027159618932567453,25.767481546055492,0.8185316228866577
37,1.0,0.013910580230876803,1.7618658261978703e-23,3.4344708613106284e-23,25.21218795514164,0.8132156640291214
38,1.0,0.011370098777115345,3.3525941265742355e-23,3.3735700723978496e-24,26.008993136166545,0.8228418070077896
39,1.0,0.009356964561156929,8.270619261601078e-21,7.535873936274847e-21,26.213600179200043,0.8288170009851455
40,1.0,0.010019328575581313,4.39417993418813e-20,6.116509491526347e-20,26.33522206453003,0.8330308604240417
41,1.0,0.009616012135520578,4.037466575911859e-20,8.478550502040628e-21,25.04341708688115,0.8291514378786087
42,1.0,0.01997105073183775,1.7218875594753662e-18,3.0934369044549654e-20,24.09950038122423,0.8121601647138595
43,1.0,0.01686495599336922,2.8284223474770684e-21,2.447439162418701e-21,25.742921618788912,0.8262885969877243
44,1.0,0.010910866758786142,5.2513677324338193e-20,2.6331331583933837e-19,26.012260357150158,0.8342822360992431
45,1.0,0.010660604415461421,8.778645880166489e-24,1.046239173432424e-23,26.522141946296877,0.8398372036218643
46,1.0,0.008549519125372171,4.756840686742781e-23,1.1324158648979704e-22,26.628336299863967,0.8424250209331512
47,1.0,0.007559112729504705,1.0844413964420535e-20,1.3854149532315968e-20,26.637601170062677,0.8418731796741485
48,1.0,0.007371222148649394,5.3137193560068574e-21,5.4004230859723965e-21,26.546526762687144,0.8448575979471207
49,1.0,0.009884764244779944,6.659351337231083e-20,5.028981685788972e-19,26.472054428457945,0.8446852320432663
50,1.0,0.010503374887630344,6.500055760346337e-25,4.0736407634259466e-25,26.431376684087336,0.8455213505029678
51,1.0,0.007918750317767263,1.9506525609411586e-22,1.3293611230861575e-21,26.919313478365655,0.8507868045568466
52,1.0,0.00768293384462595,1.5700275957255299e-25,2.0520324317631865e-24,26.913814438990276,0.852169880270958
53,1.0,0.009169732332229613,5.7373346165781116e-21,4.477168187437005e-20,25.62203892717026,0.8506077396869659
54,1.0,0.01174411633051932,1.1480898756679515e-24,5.298281312099145e-25,26.89486621755752,0.8495964735746384
55,1.0,0.008974773343652487,3.4267056694531976e-17,8.094935722747237e-19,26.924101638065263,0.852116869688034
56,1.0,0.007860818654298782,8.637640907394492e-24,5.720656175976171e-23,27.070492045486468,0.8569367051124572
57,1.0,0.0074684373755007985,3.13086214513682e-22,3.4271118662589656e-22,26.441981245578702,0.85480877161026
58,1.0,0.007250807383097708,2.3354162487856812e-24,9.754820492619402e-24,27.027679255142026,0.8587840288877487
59,1.0,0.009324727337807417,9.290721854723783e-18,3.636971588489643e-17,26.940020218805003,0.8585868304967881
