Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.8032982317606608,0.33628157099088035,0.5645400873819987,0.3526124103864034,7.137788545124694,0.20649418016895651
2,0.8468068973223368,0.2871785032749176,0.5752393714586894,0.40726880033810936,8.548403527245332,0.22571855012327433
3,0.7920067350069682,0.2595945843060811,0.5546809546152751,0.34160982926686606,10.85597989774056,0.2208233806118369
4,0.9392014837265015,0.1514934493104617,0.6088277125358581,0.5481476259231567,14.769780644546536,0.287665231898427
5,0.9512455113728842,0.13001192808151246,0.6461545316378275,0.5964712818463643,11.345576015774121,0.20610254656523466
6,0.9770781890551249,0.1365880113840103,0.6435913801193237,0.6202897651990255,10.092785970405828,0.11682009292766452
7,0.9508169984817505,0.10174084196488063,0.6304587618509928,0.5794629176457723,14.332631246157504,0.18170941967517137
8,0.9480485439300537,0.11198088695605596,0.6116219647725423,0.5598856695493062,14.88501485994471,0.2378374208882451
9,0.9655838712056478,0.06044925103584926,0.6740804839134217,0.6374219147364298,16.647263874341164,0.4081822068989277
10,1.0095580832163493,0.04549904430905978,0.6968287873268127,0.704876012802124,19.290720102339368,0.49196670345962046
11,1.0028856762250264,0.039115049516161286,0.722743361790975,0.7258652480443318,20.805570815251283,0.5465698790550232
12,0.9988792133331299,0.03748252208034197,0.6734896850585937,0.6630968292554219,21.327259742205094,0.5935264039039612
13,0.9990392382939657,0.03348473081986109,0.5474137711524963,0.5419738594690958,21.53380067681569,0.6097631847113371
14,1.007160005569458,0.02759418914715449,0.514368801911672,0.5189960138003031,22.042954333674153,0.6191232317686081
15,1.0002469682693482,0.03595566083987554,0.2335583530808905,0.2185106347059509,21.359558281332077,0.6118270201981068
16,1.000000670750936,0.032614196116725606,1.0192830990500094e-06,1.6362582249485058e-06,21.672768056442315,0.6486608199775219
17,1.00000009059906,0.03492448394497236,5.448961101010378e-07,6.280776663055339e-07,21.91564414447847,0.6170247161388397
18,0.999999905427297,0.025704470413426557,4.834579147801795e-07,3.899503702401811e-07,22.81981976349218,0.6547613516449928
19,0.9999998887379964,0.02789678156375885,5.693187044841785e-07,4.6953518501110144e-07,21.393592913469497,0.6725044886767865
20,1.0000006286303202,0.025798073684175808,1.360913446237788e-06,1.9982702994821485e-06,21.71520281991645,0.6815191146731376
21,1.0000001621246337,0.039922739863395694,3.9256189998819006e-07,5.469007349153306e-07,21.75864165253712,0.6452605804800987
22,1.0000034713745116,0.03199327265222867,4.264637567636953e-06,7.66699573064263e-06,22.29501150999917,0.679193408638239
23,0.9999999213218689,0.02679971657693386,3.5997327101947955e-07,2.85677855540456e-07,22.263481708769568,0.6821062552928925
24,0.9999999809265137,0.021778817201654116,4.722826539390231e-07,4.4698748334089565e-07,23.13958474150237,0.707992195636034
25,1.0000001748402914,0.02408473884065946,5.05073762013808e-07,6.774049562352502e-07,23.20845437857895,0.7141038919985294
26,0.9999999499320984,0.021562533527612684,2.699597888404052e-07,2.2167132854041446e-07,22.626559292790994,0.7123214942216873
27,1.0000000476837159,0.019983523525297642,4.760367117192151e-07,5.319398344990252e-07,24.019383465255956,0.7305541948974132
28,0.9999999515215556,0.016025342407325904,3.3510915339244697e-07,2.85752574041472e-07,24.003091922784805,0.7346617558598518
29,0.9999999562899272,0.01684427009274562,3.567427335286292e-07,3.123719717675518e-07,23.35289550204264,0.7389997583627701
30,1.0000001589457195,0.02123630441725254,3.420937013132175e-07,5.004058218697575e-07,20.56790756434132,0.7162586270272732
31,0.9999996852874756,0.041182718748847644,6.237425443818741e-07,3.096808981014239e-07,21.976056759255634,0.6746344181895256
32,0.9999999340375264,0.024743758191665015,3.965337608195322e-07,3.3552205052226707e-07,23.882199364340472,0.7317368550598622
33,0.9999999729792277,0.017583228151003518,3.124780331494511e-07,2.802049329631018e-07,23.542523870885628,0.7440315726399421
34,0.9999999833106995,0.01508237972855568,2.097007711003111e-07,1.9573819515746511e-07,24.18047982344129,0.7496904151141643
35,1.0000000063578287,0.016825722356637318,2.603337202581694e-07,2.6640444765746453e-07,24.048556575831537,0.752283251285553
36,0.9999996145566304,0.0227573208262523,1.2994957960425306e-06,9.182044720186984e-07,22.90553672872535,0.7527493859827519
37,1.0000000206629436,0.01783617779612541,7.07564583208864e-07,7.302317994698863e-07,21.739846648523,0.7503065821528435
38,1.0000000683466594,0.020824108297626178,2.822182663864137e-07,3.521788361312191e-07,23.48210294444541,0.7294674497842789
39,1.0000000143051146,0.01345817144960165,6.885814037360661e-07,7.055168431809496e-07,24.25058581193651,0.76025356605649
40,1.000000007947286,0.017160844976703327,3.528599797952836e-07,3.70070074470578e-07,24.684931407860866,0.7677811507880687
41,0.9999999920527141,0.017361278509100277,4.2580020428673035e-07,4.137935026626849e-07,24.3129032310082,0.7503489908576012
42,1.0000000969568887,0.017594714388251304,2.828393054817487e-07,3.8415269150604557e-07,23.310030663663078,0.7370146404206753
43,0.9999999396006266,0.015590185324350993,3.322833727281704e-07,2.762693583235887e-07,24.687791654885025,0.7721172304451466
44,1.0000000246365865,0.0189514563481013,1.7046359495509478e-07,1.928732946569293e-07,23.484019364198723,0.7680141669511795
45,0.9999998823801677,0.014545221502582232,5.85138803446128e-07,4.6322102014014397e-07,24.359573859636058,0.7771202497184276
46,1.0000000445048014,0.014110764488577843,2.7937197491093947e-07,3.219594365999612e-07,24.77760712466464,0.769851130247116
47,0.9999996161460877,0.014054517634212971,1.4787250902707309e-06,1.0999051489157808e-06,24.37844633955128,0.7853689533472061
